00000	128
00001	128
00002	128
00003	128
00004	128
00005	128
00006	128
00007	128
00008	128
00009	128
00010	128
00011	128
00012	128
00013	127
00014	127
00015	128
00016	128
00017	128
00018	127
00019	127
00020	128
00021	128
00022	128
00023	128
00024	127
00025	127
00026	128
00027	128
00028	128
00029	127
00030	127
00031	127
00032	128
00033	128
00034	127
00035	127
00036	127
00037	128
00038	128
00039	128
00040	127
00041	127
00042	127
00043	127
00044	127
00045	127
00046	127
00047	127
00048	127
00049	127
00050	127
00051	126
00052	127
00053	127
00054	127
00055	127
00056	126
00057	127
00058	127
00059	127
00060	127
00061	127
00062	126
00063	127
00064	127
00065	127
00066	127
00067	126
00068	127
00069	128
00070	128
00071	127
00072	127
00073	127
00074	128
00075	128
00076	128
00077	128
00078	127
00079	127
00080	128
00081	128
00082	128
00083	127
00084	128
00085	128
00086	128
00087	128
00088	128
00089	128
00090	128
00091	128
00092	129
00093	128
00094	128
00095	128
00096	129
00097	129
00098	129
00099	128
00100	128
00101	128
00102	129
00103	129
00104	128
00105	128
00106	128
00107	129
00108	129
00109	129
00110	128
00111	128
00112	128
00113	129
00114	129
00115	128
00116	128
00117	128
00118	129
00119	129
00120	129
00121	128
00122	129
00123	129
00124	129
00125	129
00126	129
00127	129
00128	129
00129	129
00130	129
00131	129
00132	129
00133	129
00134	129
00135	129
00136	129
00137	129
00138	129
00139	129
00140	129
00141	129
00142	129
00143	128
00144	128
00145	129
00146	129
00147	129
00148	128
00149	128
00150	129
00151	128
00152	128
00153	128
00154	128
00155	128
00156	128
00157	128
00158	128
00159	127
00160	127
00161	128
00162	128
00163	128
00164	127
00165	127
00166	128
00167	128
00168	128
00169	128
00170	127
00171	127
00172	128
00173	128
00174	128
00175	127
00176	127
00177	128
00178	128
00179	127
00180	127
00181	127
00182	128
00183	128
00184	128
00185	128
00186	127
00187	127
00188	128
00189	128
00190	128
00191	127
00192	127
00193	127
00194	127
00195	128
00196	127
00197	127
00198	127
00199	127
00200	127
00201	127
00202	127
00203	126
00204	127
00205	127
00206	127
00207	127
00208	126
00209	127
00210	127
00211	127
00212	127
00213	127
00214	127
00215	127
00216	128
00217	128
00218	127
00219	127
00220	128
00221	128
00222	128
00223	128
00224	127
00225	127
00226	128
00227	128
00228	128
00229	127
00230	127
00231	128
00232	128
00233	128
00234	128
00235	127
00236	128
00237	129
00238	129
00239	128
00240	128
00241	128
00242	129
00243	129
00244	129
00245	128
00246	128
00247	128
00248	129
00249	129
00250	128
00251	128
00252	128
00253	129
00254	129
00255	129
00256	129
00257	128
00258	128
00259	129
00260	129
00261	128
00262	128
00263	128
00264	129
00265	129
00266	129
00267	128
00268	128
00269	129
00270	129
00271	129
00272	129
00273	129
00274	129
00275	129
00276	129
00277	129
00278	129
00279	128
00280	129
00281	129
00282	129
00283	128
00284	129
00285	129
00286	129
00287	129
00288	129
00289	128
00290	128
00291	129
00292	129
00293	129
00294	128
00295	128
00296	128
00297	129
00298	129
00299	128
00300	128
00301	128
00302	129
00303	128
00304	128
00305	128
00306	128
00307	128
00308	128
00309	128
00310	127
00311	127
00312	128
00313	128
00314	128
00315	128
00316	127
00317	127
00318	128
00319	128
00320	128
00321	127
00322	127
00323	128
00324	128
00325	128
00326	127
00327	127
00328	127
00329	128
00330	128
00331	127
00332	127
00333	127
00334	128
00335	128
00336	128
00337	127
00338	127
00339	127
00340	128
00341	127
00342	127
00343	127
00344	127
00345	127
00346	127
00347	127
00348	127
00349	127
00350	127
00351	127
00352	127
00353	127
00354	126
00355	127
00356	127
00357	127
00358	127
00359	126
00360	127
00361	127
00362	127
00363	127
00364	127
00365	127
00366	127
00367	128
00368	128
00369	128
00370	127
00371	127
00372	128
00373	128
00374	128
00375	127
00376	127
00377	128
00378	128
00379	128
00380	128
00381	128
00382	128
00383	128
00384	128
00385	128
00386	128
00387	128
00388	128
00389	129
00390	128
00391	128
00392	128
00393	128
00394	129
00395	128
00396	128
00397	128
00398	128
00399	128
00400	129
00401	128
00402	128
00403	128
00404	129
00405	129
00406	129
00407	128
00408	128
00409	128
00410	129
00411	129
00412	129
00413	128
00414	128
00415	129
00416	129
00417	129
00418	129
00419	128
00420	128
00421	129
00422	129
00423	129
00424	128
00425	129
00426	129
00427	129
00428	129
00429	129
00430	129
00431	129
00432	129
00433	129
00434	129
00435	128
00436	129
00437	129
00438	129
00439	129
00440	128
00441	128
00442	129
00443	129
00444	128
00445	128
00446	128
00447	128
00448	129
00449	128
00450	128
00451	128
00452	128
00453	128
00454	128
00455	128
00456	128
00457	127
00458	128
00459	128
00460	128
00461	128
00462	127
00463	127
00464	128
00465	128
00466	128
00467	127
00468	127
00469	128
00470	128
00471	128
00472	127
00473	127
00474	127
00475	128
00476	128
00477	128
00478	127
00479	127
00480	128
00481	128
00482	127
00483	127
00484	127
00485	127
00486	127
00487	127
00488	127
00489	127
00490	127
00491	127
00492	127
00493	127
00494	127
00495	126
00496	127
00497	127
00498	127
00499	127
00500	126
00501	127
00502	127
00503	127
00504	127
00505	127
00506	127
00507	127
00508	127
00509	127
00510	127
00511	127
00512	127
00513	127
00514	128
00515	127
00516	127
00517	127
00518	128
00519	128
00520	128
00521	127
00522	127
00523	128
00524	128
00525	128
00526	127
00527	127
00528	128
00529	128
00530	128
00531	128
00532	128
00533	128
00534	129
00535	129
00536	128
00537	128
00538	128
00539	128
00540	128
00541	128
00542	128
00543	128
00544	128
00545	129
00546	129
00547	129
00548	128
00549	128
00550	128
00551	129
00552	129
00553	128
00554	128
00555	128
00556	129
00557	128
00558	129
00559	128
00560	128
00561	129
00562	129
00563	129
00564	128
00565	128
00566	129
00567	129
00568	129
00569	129
00570	129
00571	129
00572	129
00573	129
00574	129
00575	129
00576	129
00577	129
00578	129
00579	128
00580	129
00581	129
00582	129
00583	130
00584	129
00585	128
00586	128
00587	128
00588	129
00589	129
00590	129
00591	128
00592	127
00593	126
00594	126
00595	128
00596	130
00597	130
00598	130
00599	130
00600	129
00601	128
00602	130
00603	128
00604	125
00605	120
00606	118
00607	124
00608	131
00609	140
00610	141
00611	135
00612	129
00613	124
00614	123
00615	122
00616	126
00617	126
00618	126
00619	126
00620	128
00621	131
00622	131
00623	131
00624	129
00625	127
00626	125
00627	124
00628	125
00629	127
00630	130
00631	130
00632	129
00633	129
00634	129
00635	127
00636	125
00637	127
00638	127
00639	127
00640	126
00641	126
00642	127
00643	127
00644	127
00645	127
00646	126
00647	125
00648	127
00649	127
00650	126
00651	127
00652	128
00653	128
00654	129
00655	128
00656	127
00657	126
00658	125
00659	124
00660	125
00661	126
00662	128
00663	128
00664	128
00665	127
00666	127
00667	128
00668	129
00669	127
00670	126
00671	127
00672	128
00673	128
00674	128
00675	127
00676	129
00677	130
00678	129
00679	126
00680	126
00681	127
00682	128
00683	128
00684	128
00685	130
00686	132
00687	130
00688	129
00689	128
00690	128
00691	129
00692	128
00693	127
00694	127
00695	127
00696	128
00697	128
00698	128
00699	128
00700	128
00701	127
00702	126
00703	126
00704	126
00705	128
00706	130
00707	130
00708	130
00709	130
00710	129
00711	129
00712	130
00713	130
00714	129
00715	128
00716	129
00717	130
00718	131
00719	132
00720	130
00721	129
00722	128
00723	129
00724	128
00725	127
00726	128
00727	128
00728	128
00729	129
00730	129
00731	130
00732	129
00733	128
00734	129
00735	130
00736	129
00737	127
00738	127
00739	128
00740	129
00741	129
00742	129
00743	129
00744	129
00745	129
00746	129
00747	129
00748	127
00749	127
00750	128
00751	128
00752	127
00753	128
00754	128
00755	129
00756	129
00757	127
00758	127
00759	128
00760	128
00761	128
00762	128
00763	128
00764	127
00765	127
00766	127
00767	127
00768	128
00769	128
00770	128
00771	128
00772	128
00773	128
00774	128
00775	127
00776	127
00777	127
00778	127
00779	126
00780	126
00781	126
00782	127
00783	128
00784	128
00785	128
00786	127
00787	127
00788	127
00789	127
00790	128
00791	128
00792	127
00793	127
00794	127
00795	127
00796	127
00797	127
00798	127
00799	128
00800	128
00801	127
00802	127
00803	127
00804	127
00805	127
00806	128
00807	127
00808	126
00809	125
00810	125
00811	126
00812	126
00813	126
00814	127
00815	128
00816	129
00817	128
00818	126
00819	127
00820	128
00821	128
00822	128
00823	128
00824	128
00825	128
00826	127
00827	128
00828	129
00829	128
00830	128
00831	128
00832	129
00833	128
00834	128
00835	127
00836	128
00837	129
00838	129
